55,0,1,1,1,0,0,1,1,0,1,1,1,0,0
56,1,1,0,1,1,0,0,0,0,0,1,0,1,0
57,1,0,1,0,1,1,0,0,0,1,0,0,0,0
58,0,1,0,0,0,0,1,0,0,1,1,0,0,1
59,0,1,0,1,0,0,1,1,0,1,1,1,1,1
60,1,1,0,1,1,0,0,1,0,1,0,1,1,0
61,0,1,0,0,0,1,1,0,0,0,1,0,1,1
62,1,0,0,1,0,1,0,1,1,0,1,1,0,0
63,0,1,1,1,1,0,1,0,0,1,1,0,1,0
64,1,1,1,0,0,1,1,1,1,0,0,1,1,1
65,1,1,1,1,1,0,1,0,0,1,1,1,1,1
66,1,1,1,0,1,0,1,0,0,0,1,0,1,0
67,0,1,0,1,0,1,0,1,0,1,1,1,0,1
68,0,0,1,0,0,1,1,0,0,0,1,1,1,0
69,1,0,1,0,1,1,0,1,0,0,1,1,0,1
70,0,1,0,0,1,0,1,1,1,1,1,0,1,0
71,0,1,1,1,1,1,1,1,0,1,0,0,0,0
72,1,0,0,0,1,1,0,0,1,1,0,1,0,0
73,0,1,0,0,0,0,0,1,1,0,1,0,0,0
74,1,1,0,0,0,1,0,1,0,0,0,0,0,1
75,0,1,1,0,1,1,0,0,0,1,0,0,0,1
76,1,0,1,1,1,0,1,1,1,0,1,0,0,1
77,0,0,0,1,0,0,0,1,0,1,0,0,1,1
78,1,0,0,0,1,0,0,0,0,0,0,0,0,0
79,1,1,1,0,0,0,0,0,0,1,1,1,1,1
80,0,1,1,1,1,0,0,0,0,1,1,0,1,1
81,1,1,0,1,0,0,0,0,1,1,1,1,0,0
82,0,0,1,1,1,1,1,1,1,1,0,0,1,1
83,0,0,0,1,0,1,0,0,0,0,1,0,1,1
84,1,0,0,0,0,0,1,0,1,0,1,0,0,0
85,0,0,0,1,0,0,0,1,0,0,1,1,0,1
86,0,1,0,0,0,1,0,0,0,0,1,0,1,0
87,1,1,0,0,0,0,0,1,0,0,0,0,1,0
88,1,1,0,1,0,1,0,1,1,0,1,0,1,0
89,1,0,1,1,1,0,1,0,1,1,0,1,0,1
90,1,0,0,1,0,0,1,1,0,1,1,0,1,1
91,0,0,1,1,0,0,1,1,0,0,0,0,1,1
92,0,0,1,0,1,1,1,0,0,0,0,1,0,0
93,1,1,1,1,0,1,1,0,0,0,0,1,1,0
94,0,1,1,0,0,0,1,0,0,1,0,1,1,0
95,0,1,1,0,1,1,1,1,0,0,1,0,1,1
96,0,1,1,1,0,0,1,0,1,0,0,1,1,1
97,1,0,1,1,1,1,1,1,0,1,0,1,0,1
98,1,0,0,0,0,1,1,0,0,1,1,1,1,1
99,1,0,1,0,0,0,1,1,1,0,1,1,1,1
100,1,1,0,1,1,0,0,0,1,1,0,1,0,0
101,0,1,1,1,1,0,1,0,0,1,1,0,1,1
102,1,1,0,0,1,0,1,1,0,0,1,0,1,0
103,1,1,0,1,0,0,0,0,0,0,0,0,1,1
104,0,1,1,0,1,1,1,0,1,1,1,1,1,0
105,1,1,1,0,0,0,0,1,0,1,1,0,1,1
106,0,1,0,1,1,1,0,0,0,0,0,0,1,1
107,0,1,1,1,0,0,0,0,0,1,0,1,0,1
108,1,1,1,1,0,0,0,0,0,1,1,1,0,1
109,0,1,0,1,1,1,0,0,0,0,0,1,1,1
110,0,1,0,0,0,0,0,0,0,1,0,0,0,0
111,1,1,0,0,0,1,1,0,0,0,0,0,1,1
112,0,0,1,1,1,1,0,1,1,0,1,1,1,1
113,1,1,1,1,1,0,0,0,0,1,0,0,1,1
114,0,1,1,1,1,1,1,0,1,1,1,1,1,1
115,0,1,1,0,1,0,1,0,1,1,1,1,0,1
116,1,1,1,1,1,0,0,0,1,1,1,1,0,1
117,0,1,1,1,1,0,0,0,0,1,1,1,0,1
118,1,0,1,0,1,1,1,1,0,0,1,1,1,1
119,0,0,1,1,0,1,0,0,1,1,0,0,0,1
120,1,0,1,1,1,0,0,0,1,1,1,1,0,0
121,1,0,1,1,0,1,0,0,1,1,1,1,1,1
122,1,1,0,1,1,0,0,1,1,1,0,0,0,0
123,1,1,1,0,1,1,1,1,1,1,1,1,1,1
